evaluation_step,generation,candidate_index,unique_id,objective,best_so_far,operator,basin_id,cumulative_unique_basins,effective_basins
197,20,7,f69cc615b722f1971a0e89b2deec7eb8,0.08715,0.08532,cu,37,34,15.578641005922927
198,20,8,9210e253aeb0d7593a98b70d82ce7014,0.08716,0.08532,m2,5,34,15.620056103035948
199,20,9,749a9fc1e0642496a1dee15d5d7e1a6d,0.08787,0.08532,cu,17,35,15.900584960102517
200,20,10,25f06bbffc958fe1cd38ccab1c9ddedc,0.08848,0.08532,t2,5,35,15.931618836484153
201,21,1,4641a0ebd40f1adc21a511932bbfa7c4,0.08532,0.08532,m1,2,35,15.80509514231058
202,21,2,832c63546bef8c41d67a22dca23184a4,0.08537,0.08532,m2,2,35,15.679968113422726
203,21,3,6d2622b22390a22ba895b6f7bce9ed54,0.08538,0.08532,m2,2,35,15.55623183860635
204,21,4,928be0dd4e39c63ef23137011a106c4f,0.08569,0.08532,m2,2,35,15.43387950794309
205,21,5,c407c6e42093c0553de1adba43e2ef29,0.08575,0.08532,m2,2,35,15.312903494307808
206,21,6,c9286dccc5b6e964bf7cadd3f59d1d50,0.08627,0.08532,e1,27,36,15.58261369844544
207,21,7,fcd16038d46cced4608dd3d4f138754f,0.0865,0.08532,e1,38,36,15.709186157519563
208,21,8,f69cc615b722f1971a0e89b2deec7eb8,0.08715,0.08532,cu,37,36,15.71967651679371
209,21,9,9210e253aeb0d7593a98b70d82ce7014,0.08716,0.08532,m2,5,36,15.744832698176056
210,21,10,85c8a51dbdafe58e060386ab1da6472c,0.08749,0.08532,m2,5,36,15.762627921777161
211,22,1,4641a0ebd40f1adc21a511932bbfa7c4,0.08532,0.08532,m1,2,36,15.642049766358378
212,22,2,fcd87918bf124faa4b1d0074b2ae264a,0.08537,0.08532,m2,2,36,15.522788716397843
213,22,3,6d2622b22390a22ba895b6f7bce9ed54,0.08538,0.08532,m2,2,36,15.404836968960966
214,22,4,928be0dd4e39c63ef23137011a106c4f,0.08569,0.08532,m2,2,36,15.28818611780533
215,22,5,c407c6e42093c0553de1adba43e2ef29,0.08575,0.08532,m2,2,36,15.17282720982616
216,22,6,c9286dccc5b6e964bf7cadd3f59d1d50,0.08627,0.08532,e1,27,36,15.332921569578206
217,22,7,fcd16038d46cced4608dd3d4f138754f,0.0865,0.08532,e1,38,36,15.432038756941536
218,22,8,f69cc615b722f1971a0e89b2deec7eb8,0.08715,0.08532,cu,37,36,15.440556359365736
219,22,9,9210e253aeb0d7593a98b70d82ce7014,0.08716,0.08532,m2,5,36,15.45521109315397
220,22,10,85c8a51dbdafe58e060386ab1da6472c,0.08749,0.08532,m2,5,36,15.464201845705055
221,23,1,4641a0ebd40f1adc21a511932bbfa7c4,0.08532,0.08532,m1,2,36,15.350827478897417
222,23,2,fcd87918bf124faa4b1d0074b2ae264a,0.08537,0.08532,m2,2,36,15.23866476468082
223,23,3,6d2622b22390a22ba895b6f7bce9ed54,0.08538,0.08532,m2,2,36,15.127705364814739
224,23,4,928be0dd4e39c63ef23137011a106c4f,0.08569,0.08532,m2,2,36,15.017940531950993
225,23,5,c407c6e42093c0553de1adba43e2ef29,0.08575,0.08532,m2,2,36,14.909361149144477
226,23,6,51fb7575e49295936a4f071d0d33bac1,0.08611,0.08532,e2,13,37,15.15655662759537
227,23,7,c9286dccc5b6e964bf7cadd3f59d1d50,0.08627,0.08532,e1,27,37,15.276866455312415
228,23,8,fcd16038d46cced4608dd3d4f138754f,0.0865,0.08532,e1,38,37,15.357401989826744
229,23,9,f69cc615b722f1971a0e89b2deec7eb8,0.08715,0.08532,cu,37,37,15.363940462180704
230,23,10,9210e253aeb0d7593a98b70d82ce7014,0.08716,0.08532,m2,5,37,15.370716654561736
231,24,1,4e9417b1d5dc12c523f9b821f1971546,0.08527,0.08527,m1,12,38,15.619423009169086
232,24,2,4641a0ebd40f1adc21a511932bbfa7c4,0.08532,0.08527,m1,2,38,15.508449453743921
233,24,3,fcd87918bf124faa4b1d0074b2ae264a,0.08537,0.08527,m2,2,38,15.398644346238822
234,24,4,6d2622b22390a22ba895b6f7bce9ed54,0.08538,0.08527,m2,2,38,15.289998571905757
235,24,5,ecdd9d3d6b510ef3e226e1417132b304,0.08543,0.08527,m2,2,38,15.182502740636854
236,24,6,928be0dd4e39c63ef23137011a106c4f,0.08569,0.08527,m2,2,38,15.076147215654231
237,24,7,c407c6e42093c0553de1adba43e2ef29,0.08575,0.08527,m2,2,38,14.970922140246843
238,24,8,9237147eef1aeaba7900b04070a47be5,0.086,0.08527,m2,2,38,14.866817462683628
239,24,9,51fb7575e49295936a4f071d0d33bac1,0.08611,0.08527,e2,13,38,15.01616502042718
240,24,10,c9286dccc5b6e964bf7cadd3f59d1d50,0.08627,0.08527,e1,27,38,15.111574534083708
241,25,1,a5b57c5458b02c4d8926295ee749ea62,0.08517,0.08517,m2,2,38,15.00725337275527
242,25,2,4e9417b1d5dc12c523f9b821f1971546,0.08527,0.08517,m1,12,38,15.156327603258577
243,25,3,05bd66da90fbb2e2915a90f410de73d5,0.0853,0.08517,m2,2,38,15.052156744181708
244,25,4,4641a0ebd40f1adc21a511932bbfa7c4,0.08532,0.08517,m1,2,38,14.94908665510144
245,25,5,fcd87918bf124faa4b1d0074b2ae264a,0.08537,0.08517,m2,2,38,14.847106908665975
246,25,6,6d2622b22390a22ba895b6f7bce9ed54,0.08538,0.08517,m2,2,38,14.746206971126972
247,25,7,bf23047f39bfb98c6bb2f3c73780d69e,0.08542,0.08517,m2,2,38,14.646376219037645
248,25,8,ecdd9d3d6b510ef3e226e1417132b304,0.08543,0.08517,m2,2,38,14.547603954797975
249,25,9,928be0dd4e39c63ef23137011a106c4f,0.08569,0.08517,m2,2,38,14.449879421120254
250,25,10,c407c6e42093c0553de1adba43e2ef29,0.08575,0.08517,m2,2,38,14.35319181448384
251,26,1,a5b57c5458b02c4d8926295ee749ea62,0.08517,0.08517,m2,2,38,14.257530297643607
252,26,2,4e9417b1d5dc12c523f9b821f1971546,0.08527,0.08517,m1,12,38,14.368889611511278
253,26,3,05bd66da90fbb2e2915a90f410de73d5,0.0853,0.08517,m2,2,38,14.273664790172726
254,26,4,4641a0ebd40f1adc21a511932bbfa7c4,0.08532,0.08517,m1,2,38,14.179446425082642
255,26,5,fcd87918bf124faa4b1d0074b2ae264a,0.08537,0.08517,m2,2,38,14.086223710834721
256,26,6,6d2622b22390a22ba895b6f7bce9ed54,0.08538,0.08517,m2,2,38,13.993985846565888
257,26,7,bf23047f39bfb98c6bb2f3c73780d69e,0.08542,0.08517,m2,2,38,13.902722044679042
258,26,8,ecdd9d3d6b510ef3e226e1417132b304,0.08543,0.08517,m2,2,38,13.812421538922647
