evaluation_step,generation,candidate_index,unique_id,objective,best_so_far,operator,basin_id,cumulative_unique_basins,effective_basins
261,27,1,073cec36ec29dc69635c19147b3f3414,0.05492,0.05492,m2,1,37,21.446510484952714
262,27,2,1467321a9bece65d15e59acedf2de778,0.05494,0.05492,m1,1,37,21.328903342283517
263,27,3,ba5cd8d1d46c592905817d0c9c288807,0.0552,0.05492,m1,1,37,21.211584843121763
264,27,4,b25b309ddcd591f24c268dc28cb3ba23,0.05579,0.05492,m1,1,37,21.094589194602257
265,27,5,0684ce1a85d6c6a3f86ea49d39317810,0.05628,0.05492,e1,1,37,20.977948337458198
266,27,6,b0280762cde4cb8db28f0ada13c20090,0.05638,0.05492,e2,31,37,20.99271265068333
267,27,7,4ff0f03533f323fea36428b790cf43fe,0.0565,0.05492,e1,13,37,20.99394995568465
268,27,8,1f80e8a9bd0af5650308b94a7915af05,0.0566,0.05492,m1,1,37,20.878996132454308
269,27,9,4e951d8f46c2855bcfa60cf1ceb0c4ae,0.05668,0.05492,m1,1,37,20.764428939745276
270,27,10,d5675a00a4a47ad6c3eebde380752dd3,0.05672,0.05492,m2,38,37,20.806705625895155
271,28,1,77dfd343f9b8e1ace106a02751fc090f,0.05367,0.05367,m2,1,37,20.69286721292832
272,28,2,a5d48e265bd2824d6b8689223647f1b0,0.05439,0.05367,m2,1,37,20.579456458662303
273,28,3,74309bd670e37343ea9321387cd9d296,0.05487,0.05367,m2,1,37,20.46649619159905
274,28,4,073cec36ec29dc69635c19147b3f3414,0.05492,0.05367,m2,1,37,20.354007672064633
275,28,5,1467321a9bece65d15e59acedf2de778,0.05494,0.05367,m1,1,37,20.242010680568196
276,28,6,62b9de86af2e2ee9cad26e4369836ad2,0.05497,0.05367,m2,1,37,20.130523600783466
277,28,7,2cbfc8e2ba2cfa269449c93cd21e8f14,0.05509,0.05367,m2,1,37,20.019563497534204
278,28,8,ba5cd8d1d46c592905817d0c9c288807,0.0552,0.05367,m1,1,37,19.909146190132596
279,28,9,28453b404231678d99896309246afd84,0.05522,0.05367,m1,1,37,19.79928632139064
280,28,10,19f5a062e95462344050ed1f60933c45,0.05564,0.05367,e2,5,38,20.058884315789495
281,29,1,77dfd343f9b8e1ace106a02751fc090f,0.05367,0.05367,m2,1,38,19.94788422007048
282,29,2,252d53df2109c41d98194a0d361e3d94,0.05434,0.05367,m2,1,38,19.837479441082177
283,29,3,a5d48e265bd2824d6b8689223647f1b0,0.05439,0.05367,m2,1,38,19.727681516023555
284,29,4,74309bd670e37343ea9321387cd9d296,0.05487,0.05367,m2,1,38,19.61850103549685
285,29,5,073cec36ec29dc69635c19147b3f3414,0.05492,0.05367,m2,1,38,19.509947695336265
286,29,6,1467321a9bece65d15e59acedf2de778,0.05494,0.05367,m1,1,38,19.402030345532836
287,29,7,62b9de86af2e2ee9cad26e4369836ad2,0.05497,0.05367,m2,1,38,19.29475703643861
288,29,8,2cbfc8e2ba2cfa269449c93cd21e8f14,0.05509,0.05367,m2,1,38,19.188135062418787
289,29,9,715a7ba657600c62e8fd62805beb5d6d,0.0551,0.05367,m2,1,38,19.08217100311036
290,29,10,ba5cd8d1d46c592905817d0c9c288807,0.0552,0.05367,m1,1,38,18.97687076243235
291,30,1,77dfd343f9b8e1ace106a02751fc090f,0.05367,0.05367,m2,1,38,18.872239605483678
292,30,2,8ead0f7ec9da4c66672f341420b0323b,0.0542,0.05367,m2,1,38,18.768282193455168
293,30,3,252d53df2109c41d98194a0d361e3d94,0.05434,0.05367,m2,1,38,18.665002616672695
294,30,4,cee613f6b0ba778c67960d925641cf2b,0.05436,0.05367,m2,1,38,18.56240442588195
295,30,5,a5d48e265bd2824d6b8689223647f1b0,0.05439,0.05367,m2,1,38,18.46049066187638
296,30,6,74309bd670e37343ea9321387cd9d296,0.05487,0.05367,m2,1,38,18.359263883563695
297,30,7,073cec36ec29dc69635c19147b3f3414,0.05492,0.05367,m2,1,38,18.258726194560996
298,30,8,1467321a9bece65d15e59acedf2de778,0.05494,0.05367,m1,1,38,18.158879268400977
299,30,9,c544be19622b7b66ec6722ae1171b824,0.05496,0.05367,m2,1,38,18.05972437242776
300,30,10,62b9de86af2e2ee9cad26e4369836ad2,0.05497,0.05367,m2,1,38,17.961262390455687
301,31,1,77dfd343f9b8e1ace106a02751fc090f,0.05367,0.05367,m2,1,38,17.86349384425883
302,31,2,f3672b5a78e30391f7121ecc69d95db2,0.05385,0.05367,m2,1,38,17.76641891395627
303,31,3,8ead0f7ec9da4c66672f341420b0323b,0.0542,0.05367,m2,1,38,17.67003745735326
304,31,4,252d53df2109c41d98194a0d361e3d94,0.05434,0.05367,m2,1,38,17.574349028294268
305,31,5,cee613f6b0ba778c67960d925641cf2b,0.05436,0.05367,m2,1,38,17.47935289408208
306,31,6,a5d48e265bd2824d6b8689223647f1b0,0.05439,0.05367,m2,1,38,17.385048052012294
307,31,7,6160e35a743c53a8b4bbd5fa039a7e1f,0.05445,0.05367,m2,1,38,17.291433245070277
308,31,8,74309bd670e37343ea9321387cd9d296,0.05487,0.05367,m2,1,38,17.198506976835464
309,31,9,073cec36ec29dc69635c19147b3f3414,0.05492,0.05367,m2,1,38,17.10626752563376
310,31,10,1467321a9bece65d15e59acedf2de778,0.05494,0.05367,m1,1,38,17.014712957978205
311,32,1,77dfd343f9b8e1ace106a02751fc090f,0.05367,0.05367,m2,1,38,16.92384114133423
312,32,2,f3672b5a78e30391f7121ecc69d95db2,0.05385,0.05367,m2,1,38,16.833649756244988
313,32,3,33e46a3b676e5f6ee8e3b46e6da02a7a,0.05401,0.05367,m1,1,38,16.74413630784922
314,32,4,8ead0f7ec9da4c66672f341420b0323b,0.0542,0.05367,m2,1,38,16.655298136823173
315,32,5,252d53df2109c41d98194a0d361e3d94,0.05434,0.05367,m2,1,38,16.567132429775416
316,32,6,cee613f6b0ba778c67960d925641cf2b,0.05436,0.05367,m2,1,38,16.479636229122985
317,32,7,157564a1bf5b832a9e51fdc6c372298c,0.05437,0.05367,m1,1,38,16.39280644247428
318,32,8,a5d48e265bd2824d6b8689223647f1b0,0.05439,0.05367,m2,1,38,16.306639851544123
319,32,9,6160e35a743c53a8b4bbd5fa039a7e1f,0.05445,0.05367,m2,1,38,16.2211331206242
320,32,10,90f8d2850602755ee0f2c30da77754a8,0.05451,0.05367,m1,1,38,16.13628280463076
321,33,1,77dfd343f9b8e1ace106a02751fc090f,0.05367,0.05367,m2,1,38,16.052085356751174
322,33,2,f3672b5a78e30391f7121ecc69d95db2,0.05385,0.05367,m2,1,38,15.968537135708711
323,33,3,33e46a3b676e5f6ee8e3b46e6da02a7a,0.05401,0.05367,m1,1,38,15.885634412664464
324,33,4,8ead0f7ec9da4c66672f341420b0323b,0.0542,0.05367,m2,1,38,15.803373377774482
325,33,5,252d53df2109c41d98194a0d361e3d94,0.05434,0.05367,m2,1,38,15.72175014641865
326,33,6,cee613f6b0ba778c67960d925641cf2b,0.05436,0.05367,m2,1,38,15.64076076511766
327,33,7,157564a1bf5b832a9e51fdc6c372298c,0.05437,0.05367,m1,1,38,15.560401217153103
328,33,8,a5d48e265bd2824d6b8689223647f1b0,0.05439,0.05367,m2,1,38,15.480667427905036
329,33,9,646db1d50725a4442378e261839e628f,0.0544,0.05367,m2,1,38,15.401555269920728
330,33,10,6160e35a743c53a8b4bbd5fa039a7e1f,0.05445,0.05367,m2,1,38,15.323060567727902
331,34,1,77dfd343f9b8e1ace106a02751fc090f,0.05367,0.05367,m2,1,38,15.245179102403942
332,34,2,f3672b5a78e30391f7121ecc69d95db2,0.05385,0.05367,m2,1,38,15.167906615913852
333,34,3,bc1e890da5b651b491d7b91cfd38d157,0.05395,0.05367,t2,1,38,15.091238815227245
334,34,4,33e46a3b676e5f6ee8e3b46e6da02a7a,0.05401,0.05367,m1,1,38,15.015171376225034
335,34,5,8ead0f7ec9da4c66672f341420b0323b,0.0542,0.05367,m2,1,38,14.939699947406458
336,34,6,252d53df2109c41d98194a0d361e3d94,0.05434,0.05367,m2,1,38,14.864820153405077
337,34,7,cee613f6b0ba778c67960d925641cf2b,0.05436,0.05367,m2,1,38,14.790527598323484
338,34,8,157564a1bf5b832a9e51fdc6c372298c,0.05437,0.05367,m1,1,38,14.71681786889497
339,34,9,a5d48e265bd2824d6b8689223647f1b0,0.05439,0.05367,m2,1,38,14.643686537480633
340,34,10,646db1d50725a4442378e261839e628f,0.0544,0.05367,m2,1,38,14.571129164909399
341,35,1,77dfd343f9b8e1ace106a02751fc090f,0.05367,0.05367,m2,1,38,14.49914130316852
342,35,2,f3672b5a78e30391f7121ecc69d95db2,0.05385,0.05367,m2,1,38,14.427718497951755
343,35,3,bc1e890da5b651b491d7b91cfd38d157,0.05395,0.05367,t2,1,38,14.356856291071605
344,35,4,33e46a3b676e5f6ee8e3b46e6da02a7a,0.05401,0.05367,m1,1,38,14.28655022274246
345,35,5,8ead0f7ec9da4c66672f341420b0323b,0.0542,0.05367,m2,1,38,14.216795833740077
346,35,6,f5ac00d394eac253088d5aff9194ea8c,0.05431,0.05367,m2,1,38,14.147588667444053
347,35,7,252d53df2109c41d98194a0d361e3d94,0.05434,0.05367,m2,1,38,14.078924271767844
348,35,8,cee613f6b0ba778c67960d925641cf2b,0.05436,0.05367,m2,1,38,14.010798200982537
349,35,9,157564a1bf5b832a9e51fdc6c372298c,0.05437,0.05367,m1,1,38,13.943206017438545
350,35,10,b07bcd6415ef66efd8775f4258799cc9,0.05438,0.05367,m2,1,38,13.876143293190735
351,36,1,ecd7c52e44f1cbe8cf416ce87c076ad7,0.0533,0.0533,m2,1,38,13.809605611530754
352,36,2,174ce3aa3a639d6c77c27c510fcf01f8,0.05357,0.0533,m2,1,38,13.743588568431733
353,36,3,37c5b2f2de2f6d6aab267ab2c8dae9cf,0.05363,0.0533,m2,1,38,13.678087773908832
354,36,4,77dfd343f9b8e1ace106a02751fc090f,0.05367,0.0533,m2,1,38,13.613098853299853
355,36,5,f3672b5a78e30391f7121ecc69d95db2,0.05385,0.0533,m2,1,38,13.548617448469695
356,36,6,a42bb64dafb0e44ef5a68bdbff593a3d,0.05388,0.0533,m1,1,38,13.484639218942045
357,36,7,98307bef6ed41257352e80f070203a71,0.05389,0.0533,m2,1,38,13.421159842961982
358,36,8,bc1e890da5b651b491d7b91cfd38d157,0.05395,0.0533,t2,1,38,13.35817501849261
359,36,9,33e46a3b676e5f6ee8e3b46e6da02a7a,0.05401,0.0533,m1,1,38,13.295680464148694
360,36,10,8ead0f7ec9da4c66672f341420b0323b,0.0542,0.0533,m2,1,38,13.23367192007048
361,37,1,ecd7c52e44f1cbe8cf416ce87c076ad7,0.0533,0.0533,m2,1,38,13.17214514874052
362,37,2,174ce3aa3a639d6c77c27c510fcf01f8,0.05357,0.0533,m2,1,38,13.111095935745961
363,37,3,37c5b2f2de2f6d6aab267ab2c8dae9cf,0.05363,0.0533,m2,1,38,13.05052009048923
364,37,4,77dfd343f9b8e1ace106a02751fc090f,0.05367,0.0533,m2,1,38,12.990413446849182
365,37,5,f3672b5a78e30391f7121ecc69d95db2,0.05385,0.0533,m2,1,38,12.930771863795483
366,37,6,a42bb64dafb0e44ef5a68bdbff593a3d,0.05388,0.0533,m1,1,38,12.871591225957902
367,37,7,98307bef6ed41257352e80f070203a71,0.05389,0.0533,m2,1,38,12.81286744415333
368,37,8,bc1e890da5b651b491d7b91cfd38d157,0.05395,0.0533,t2,1,38,12.75459645587206
369,37,9,33e46a3b676e5f6ee8e3b46e6da02a7a,0.05401,0.0533,m1,1,38,12.6967742257254
370,37,10,8ead0f7ec9da4c66672f341420b0323b,0.0542,0.0533,m2,1,38,12.63939674585654
371,38,1,ecd7c52e44f1cbe8cf416ce87c076ad7,0.0533,0.0533,m2,1,38,12.582460036316457
372,38,2,174ce3aa3a639d6c77c27c510fcf01f8,0.05357,0.0533,m2,1,38,12.525960145406465
373,38,3,37c5b2f2de2f6d6aab267ab2c8dae9cf,0.05363,0.0533,m2,1,38,12.469893149989156
374,38,4,77dfd343f9b8e1ace106a02751fc090f,0.05367,0.0533,m2,1,38,12.414255155769018
375,38,5,f3672b5a78e30391f7121ecc69d95db2,0.05385,0.0533,m2,1,38,12.359042297544578
376,38,6,a42bb64dafb0e44ef5a68bdbff593a3d,0.05388,0.0533,m1,1,38,12.304250739433304
377,38,7,98307bef6ed41257352e80f070203a71,0.05389,0.0533,m2,1,38,12.249876675070295
378,38,8,bc1e890da5b651b491d7b91cfd38d157,0.05395,0.0533,t2,1,38,12.195916327782749
379,38,9,33e46a3b676e5f6ee8e3b46e6da02a7a,0.05401,0.0533,m1,1,38,12.142365950740707
380,38,10,8ead0f7ec9da4c66672f341420b0323b,0.0542,0.0533,m2,1,38,12.089221827085735
381,39,1,ecd7c52e44f1cbe8cf416ce87c076ad7,0.0533,0.0533,m2,1,38,12.03648027003851
382,39,2,174ce3aa3a639d6c77c27c510fcf01f8,0.05357,0.0533,m2,1,38,11.98413762298632
383,39,3,37c5b2f2de2f6d6aab267ab2c8dae9cf,0.05363,0.0533,m2,1,38,11.932190259551431
384,39,4,77dfd343f9b8e1ace106a02751fc090f,0.05367,0.0533,m2,1,38,11.880634583641688
385,39,5,f3672b5a78e30391f7121ecc69d95db2,0.05385,0.0533,m2,1,38,11.829467029483746
386,39,6,a42bb64dafb0e44ef5a68bdbff593a3d,0.05388,0.0533,m1,1,38,11.77868406164033
387,39,7,98307bef6ed41257352e80f070203a71,0.05389,0.0533,m2,1,38,11.728282175011836
388,39,8,bc1e890da5b651b491d7b91cfd38d157,0.05395,0.0533,t2,1,38,11.678257894823586
389,39,9,33e46a3b676e5f6ee8e3b46e6da02a7a,0.05401,0.0533,m1,1,38,11.628607776599384
390,39,10,8ead0f7ec9da4c66672f341420b0323b,0.0542,0.0533,m2,1,38,11.579328406121709
391,40,1,ecd7c52e44f1cbe8cf416ce87c076ad7,0.0533,0.0533,m2,1,38,11.53041639937995
392,40,2,174ce3aa3a639d6c77c27c510fcf01f8,0.05357,0.0533,m2,1,38,11.481868402506722
393,40,3,37c5b2f2de2f6d6aab267ab2c8dae9cf,0.05363,0.0533,m2,1,38,11.433681091703308
394,40,4,77dfd343f9b8e1ace106a02751fc090f,0.05367,0.0533,m2,1,38,11.385851173154622
395,40,5,f3672b5a78e30391f7121ecc69d95db2,0.05385,0.0533,m2,1,38,11.33837538293459
396,40,6,a42bb64dafb0e44ef5a68bdbff593a3d,0.05388,0.0533,m1,1,38,11.291250486901854
397,40,7,98307bef6ed41257352e80f070203a71,0.05389,0.0533,m2,1,38,11.244473280587291
398,40,8,bc1e890da5b651b491d7b91cfd38d157,0.05395,0.0533,t2,1,38,11.198040589073035
399,40,9,33e46a3b676e5f6ee8e3b46e6da02a7a,0.05401,0.0533,m1,1,38,11.151949266863726
400,40,10,8ead0f7ec9da4c66672f341420b0323b,0.0542,0.0533,m2,1,38,11.106196197750835
401,41,1,ecd7c52e44f1cbe8cf416ce87c076ad7,0.0533,0.0533,m2,1,38,11.060778294669948
402,41,2,174ce3aa3a639d6c77c27c510fcf01f8,0.05357,0.0533,m2,1,38,11.015692499551774
403,41,3,37c5b2f2de2f6d6aab267ab2c8dae9cf,0.05363,0.0533,m2,1,38,10.9709357831672
404,41,4,77dfd343f9b8e1ace106a02751fc090f,0.05367,0.0533,m2,1,38,10.926505144966715
405,41,5,f3672b5a78e30391f7121ecc69d95db2,0.05385,0.0533,m2,1,38,10.88239761291482
406,41,6,a42bb64dafb0e44ef5a68bdbff593a3d,0.05388,0.0533,m1,1,38,10.83861024331931
407,41,7,98307bef6ed41257352e80f070203a71,0.05389,0.0533,m2,1,38,10.795140120656296
408,41,8,bc1e890da5b651b491d7b91cfd38d157,0.05395,0.0533,t2,1,38,10.751984357390935
409,41,9,33e46a3b676e5f6ee8e3b46e6da02a7a,0.05401,0.0533,m1,1,38,10.709140093794296
410,41,10,8ead0f7ec9da4c66672f341420b0323b,0.0542,0.0533,m2,1,38,10.666604497756541
411,42,1,ecd7c52e44f1cbe8cf416ce87c076ad7,0.0533,0.0533,m2,1,38,10.624374764597011
412,42,2,174ce3aa3a639d6c77c27c510fcf01f8,0.05357,0.0533,m2,1,38,10.582448116871058
413,42,3,37c5b2f2de2f6d6aab267ab2c8dae9cf,0.05363,0.0533,m2,1,38,10.540821804174197
414,42,4,77dfd343f9b8e1ace106a02751fc090f,0.05367,0.0533,m2,1,38,10.49949310294369
415,42,5,f3672b5a78e30391f7121ecc69d95db2,0.05385,0.0533,m2,1,38,10.458459316257718
416,42,6,a42bb64dafb0e44ef5a68bdbff593a3d,0.05388,0.0533,m1,1,38,10.417717773632683
417,42,7,98307bef6ed41257352e80f070203a71,0.05389,0.0533,m2,1,38,10.377265830818288
418,42,8,bc1e890da5b651b491d7b91cfd38d157,0.05395,0.0533,t2,1,38,10.337100869591186
419,42,9,33e46a3b676e5f6ee8e3b46e6da02a7a,0.05401,0.0533,m1,1,38,10.297220297547053
420,42,10,8ead0f7ec9da4c66672f341420b0323b,0.0542,0.0533,m2,1,38,10.257621547891208
421,43,1,ecd7c52e44f1cbe8cf416ce87c076ad7,0.0533,0.0533,m2,1,38,10.218302079228302
422,43,2,174ce3aa3a639d6c77c27c510fcf01f8,0.05357,0.0533,m2,1,38,10.179259375350796
423,43,3,37c5b2f2de2f6d6aab267ab2c8dae9cf,0.05363,0.0533,m2,1,38,10.140490945026732
424,43,4,77dfd343f9b8e1ace106a02751fc090f,0.05367,0.0533,m2,1,38,10.101994321786734
425,43,5,f3672b5a78e30391f7121ecc69d95db2,0.05385,0.0533,m2,1,38,10.063767063710618
426,43,6,a42bb64dafb0e44ef5a68bdbff593a3d,0.05388,0.0533,m1,1,38,10.025806753213223
427,43,7,98307bef6ed41257352e80f070203a71,0.05389,0.0533,m2,1,38,9.988110996830448
428,43,8,bc1e890da5b651b491d7b91cfd38d157,0.05395,0.0533,t2,1,38,9.95067742500463
429,43,9,33e46a3b676e5f6ee8e3b46e6da02a7a,0.05401,0.0533,m1,1,38,9.913503691870218
430,43,10,8ead0f7ec9da4c66672f341420b0323b,0.0542,0.0533,m2,1,38,9.876587475039283
431,44,1,ecd7c52e44f1cbe8cf416ce87c076ad7,0.0533,0.0533,m2,1,38,9.839926475387257
432,44,2,174ce3aa3a639d6c77c27c510fcf01f8,0.05357,0.0533,m2,1,38,9.803518416838912
433,44,3,37c5b2f2de2f6d6aab267ab2c8dae9cf,0.05363,0.0533,m2,1,38,9.76736104615464
434,44,4,77dfd343f9b8e1ace106a02751fc090f,0.05367,0.0533,m2,1,38,9.731452132717205
435,44,5,f3672b5a78e30391f7121ecc69d95db2,0.05385,0.0533,m2,1,38,9.695789468318981
436,44,6,a42bb64dafb0e44ef5a68bdbff593a3d,0.05388,0.0533,m1,1,38,9.660370866949707
437,44,7,98307bef6ed41257352e80f070203a71,0.05389,0.0533,m2,1,38,9.625194164585045
438,44,8,bc1e890da5b651b491d7b91cfd38d157,0.05395,0.0533,t2,1,38,9.590257218975635
439,44,9,33e46a3b676e5f6ee8e3b46e6da02a7a,0.05401,0.0533,m1,1,38,9.555557909437201
440,44,10,8ead0f7ec9da4c66672f341420b0323b,0.0542,0.0533,m2,1,38,9.521094136641265
441,45,1,ecd7c52e44f1cbe8cf416ce87c076ad7,0.0533,0.0533,m2,1,38,9.486863822406974
442,45,2,174ce3aa3a639d6c77c27c510fcf01f8,0.05357,0.0533,m2,1,38,9.452864909493655
443,45,3,37c5b2f2de2f6d6aab267ab2c8dae9cf,0.05363,0.0533,m2,1,38,9.419095361394675
444,45,4,77dfd343f9b8e1ace106a02751fc090f,0.05367,0.0533,m2,1,38,9.38555316213204
445,45,5,f3672b5a78e30391f7121ecc69d95db2,0.05385,0.0533,m2,1,38,9.352236316052364
446,45,6,a42bb64dafb0e44ef5a68bdbff593a3d,0.05388,0.0533,m1,1,38,9.31914284762385
447,45,7,98307bef6ed41257352e80f070203a71,0.05389,0.0533,m2,1,38,9.286270801234433
448,45,8,bc1e890da5b651b491d7b91cfd38d157,0.05395,0.0533,t2,1,38,9.253618240991235
449,45,9,33e46a3b676e5f6ee8e3b46e6da02a7a,0.05401,0.0533,m1,1,38,9.221183250521229
450,45,10,8ead0f7ec9da4c66672f341420b0323b,0.0542,0.0533,m2,1,38,9.188963932773184
451,46,1,a93e91e7142e0a2791ff8d062f9d1be4,0.05312,0.05312,m2,1,38,9.156958409820948
452,46,2,ecd7c52e44f1cbe8cf416ce87c076ad7,0.0533,0.05312,m2,1,38,9.125164822668003
453,46,3,174ce3aa3a639d6c77c27c510fcf01f8,0.05357,0.05312,m2,1,38,9.093581331053512
454,46,4,37c5b2f2de2f6d6aab267ab2c8dae9cf,0.05363,0.05312,m2,1,38,9.062206113259679
455,46,5,77dfd343f9b8e1ace106a02751fc090f,0.05367,0.05312,m2,1,38,9.031037365920504
456,46,6,f3672b5a78e30391f7121ecc69d95db2,0.05385,0.05312,m2,1,38,9.00007330383204
457,46,7,a42bb64dafb0e44ef5a68bdbff593a3d,0.05388,0.05312,m1,1,38,8.969312159764044
458,46,8,98307bef6ed41257352e80f070203a71,0.05389,0.05312,m2,1,38,8.938752184273088
459,46,9,bc1e890da5b651b491d7b91cfd38d157,0.05395,0.05312,t2,1,38,8.908391645517224
460,46,10,33e46a3b676e5f6ee8e3b46e6da02a7a,0.05401,0.05312,m1,1,38,8.878228829072055
461,47,1,a93e91e7142e0a2791ff8d062f9d1be4,0.05312,0.05312,m2,1,38,8.848262037748409
462,47,2,ecd7c52e44f1cbe8cf416ce87c076ad7,0.0533,0.05312,m2,1,38,8.818489591411376
463,47,3,174ce3aa3a639d6c77c27c510fcf01f8,0.05357,0.05312,m2,1,38,8.78890982680106
464,47,4,37c5b2f2de2f6d6aab267ab2c8dae9cf,0.05363,0.05312,m2,1,38,8.759521097354755
465,47,5,77dfd343f9b8e1ace106a02751fc090f,0.05367,0.05312,m2,1,38,8.730321773030632
466,47,6,f3672b5a78e30391f7121ecc69d95db2,0.05385,0.05312,m2,1,38,8.701310240133044
467,47,7,a42bb64dafb0e44ef5a68bdbff593a3d,0.05388,0.05312,m1,1,38,8.672484901139375
468,47,8,98307bef6ed41257352e80f070203a71,0.05389,0.05312,m2,1,38,8.643844174528443
469,47,9,bc1e890da5b651b491d7b91cfd38d157,0.05395,0.05312,t2,1,38,8.615386494610359
470,47,10,33e46a3b676e5f6ee8e3b46e6da02a7a,0.05401,0.05312,m1,1,38,8.587110311358094
471,48,1,a93e91e7142e0a2791ff8d062f9d1be4,0.05312,0.05312,m2,1,38,8.559014090240495
472,48,2,ecd7c52e44f1cbe8cf416ce87c076ad7,0.0533,0.05312,m2,1,38,8.53109631205695
473,48,3,174ce3aa3a639d6c77c27c510fcf01f8,0.05357,0.05312,m2,1,38,8.503355472773539
474,48,4,07fd14b1844bd38df0421202c37785e3,0.05359,0.05312,t2,1,38,8.475790083360758
475,48,5,37c5b2f2de2f6d6aab267ab2c8dae9cf,0.05363,0.05312,m2,1,38,8.448398669632788
476,48,6,77dfd343f9b8e1ace106a02751fc090f,0.05367,0.05312,m2,1,38,8.421179772088388
477,48,7,8433712446a6cea93cf93adb4380babf,0.05383,0.05312,e2,22,39,8.510553604344786
478,48,8,f3672b5a78e30391f7121ecc69d95db2,0.05385,0.05312,m2,1,39,8.483125661063204
479,48,9,a42bb64dafb0e44ef5a68bdbff593a3d,0.05388,0.05312,m1,1,39,8.455869891009856
480,48,10,98307bef6ed41257352e80f070203a71,0.05389,0.05312,m2,1,39,8.428784856060698
481,49,1,a93e91e7142e0a2791ff8d062f9d1be4,0.05312,0.05312,m2,1,39,8.401869132374005
482,49,2,ecd7c52e44f1cbe8cf416ce87c076ad7,0.0533,0.05312,m2,1,39,8.37512131023638
483,49,3,174ce3aa3a639d6c77c27c510fcf01f8,0.05357,0.05312,m2,1,39,8.34853999391061
484,49,4,07fd14b1844bd38df0421202c37785e3,0.05359,0.05312,t2,1,39,8.322123801484725
485,49,5,37c5b2f2de2f6d6aab267ab2c8dae9cf,0.05363,0.05312,m2,1,39,8.29587136472289
486,49,6,77dfd343f9b8e1ace106a02751fc090f,0.05367,0.05312,m2,1,39,8.269781328917682
487,49,7,203c610e1e256add287fb4341bf26249,0.05381,0.05312,m1,1,39,8.243852352743804
488,49,8,8433712446a6cea93cf93adb4380babf,0.05383,0.05312,e2,22,39,8.30648436120737
489,49,9,f3672b5a78e30391f7121ecc69d95db2,0.05385,0.05312,m2,1,39,8.280478886763428
490,49,10,a42bb64dafb0e44ef5a68bdbff593a3d,0.05388,0.05312,m1,1,39,8.254633218617247
491,50,1,a93e91e7142e0a2791ff8d062f9d1be4,0.05312,0.05312,m2,1,39,8.228946044482198
492,50,2,d41b51983b06280f25be66a5ad2aea93,0.05323,0.05312,e2,37,40,8.314517419108881
493,50,3,ecd7c52e44f1cbe8cf416ce87c076ad7,0.0533,0.05312,m2,1,40,8.288634442042408
494,50,4,174ce3aa3a639d6c77c27c510fcf01f8,0.05357,0.05312,m2,1,40,8.2629096639079
495,50,5,07fd14b1844bd38df0421202c37785e3,0.05359,0.05312,t2,1,40,8.237341791455059
496,50,6,37c5b2f2de2f6d6aab267ab2c8dae9cf,0.05363,0.05312,m2,1,40,8.211929544106159
497,50,7,77dfd343f9b8e1ace106a02751fc090f,0.05367,0.05312,m2,1,40,8.186671653819214
498,50,8,203c610e1e256add287fb4341bf26249,0.05381,0.05312,m1,1,40,8.161566864952263
499,50,9,8433712446a6cea93cf93adb4380babf,0.05383,0.05312,e2,22,40,8.214116955385117
500,50,10,f3672b5a78e30391f7121ecc69d95db2,0.05385,0.05312,m2,1,40,8.188981216075177
501,51,1,0cb85d970f33c9b51741b1f409bd3bbc,0.05293,0.05293,m2,1,40,8.163997081950672
502,51,2,a93e91e7142e0a2791ff8d062f9d1be4,0.05312,0.05293,m2,1,40,8.13916332748178
503,51,3,d41b51983b06280f25be66a5ad2aea93,0.05323,0.05293,e2,37,40,8.199851504719753
504,51,4,ecd7c52e44f1cbe8cf416ce87c076ad7,0.0533,0.05293,m2,1,40,8.174943880567158
505,51,5,174ce3aa3a639d6c77c27c510fcf01f8,0.05357,0.05293,m2,1,40,8.150185504215576
506,51,6,07fd14b1844bd38df0421202c37785e3,0.05359,0.05293,t2,1,40,8.12557517617349
507,51,7,37c5b2f2de2f6d6aab267ab2c8dae9cf,0.05363,0.05293,m2,1,40,8.101111708554354
508,51,8,77dfd343f9b8e1ace106a02751fc090f,0.05367,0.05293,m2,1,40,8.076793924951678
509,51,9,203c610e1e256add287fb4341bf26249,0.05381,0.05293,m1,1,40,8.052620660315402
510,51,10,8433712446a6cea93cf93adb4380babf,0.05383,0.05293,e2,22,40,8.098510199085695
